epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,1315.45,0.67865,0.50196,1.02891,0.93691,0.9357,0.94973,0.75787,0.86181,0.49816,1.10255,0.000523586,0.000523586,0.000523586
66,1337.08,0.67239,0.4944,1.02801,0.93135,0.92766,0.94456,0.7508,0.87489,0.51475,1.1046,0.000509438,0.000509438,0.000509438
67,1358.63,0.65919,0.48748,1.01555,0.94811,0.92056,0.94923,0.76312,0.85204,0.4913,1.1037,0.000495291,0.000495291,0.000495291
68,1380.35,0.66302,0.47932,1.02368,0.94214,0.93126,0.94924,0.76535,0.8327,0.49071,1.08425,0.000481144,0.000481144,0.000481144
69,1401.97,0.64507,0.47933,1.00625,0.94786,0.91366,0.951,0.76294,0.85615,0.49216,1.10916,0.000466997,0.000466997,0.000466997
70,1423.74,0.66109,0.48379,1.01767,0.94136,0.92306,0.95237,0.76067,0.86051,0.50425,1.10414,0.00045285,0.00045285,0.00045285
71,1445.41,0.63957,0.46799,0.99802,0.94568,0.92455,0.95326,0.76775,0.84647,0.49148,1.08887,0.000438703,0.000438703,0.000438703
72,1466.96,0.65174,0.46516,1.00616,0.93792,0.91837,0.93888,0.75524,0.84939,0.51092,1.08609,0.000424556,0.000424556,0.000424556
73,1488.55,0.63983,0.46015,1.00348,0.93066,0.92315,0.94472,0.75996,0.85018,0.49821,1.0806,0.000410409,0.000410409,0.000410409
74,1510.09,0.62376,0.44175,0.98924,0.95395,0.92078,0.94569,0.76045,0.84843,0.48321,1.10213,0.000396262,0.000396262,0.000396262
75,1532.54,0.64059,0.45568,1.00892,0.9467,0.91041,0.94896,0.76778,0.83964,0.4862,1.10073,0.000382115,0.000382115,0.000382115
76,1553.35,0.63447,0.44234,0.99584,0.96342,0.92311,0.9527,0.76545,0.8585,0.48937,1.11157,0.000367967,0.000367967,0.000367967
77,1575.19,0.62707,0.44103,0.99715,0.95206,0.91738,0.94961,0.76988,0.85099,0.49366,1.10949,0.00035382,0.00035382,0.00035382
78,1597.58,0.60792,0.42301,0.99157,0.95824,0.91064,0.94834,0.7657,0.84177,0.50304,1.11627,0.000339673,0.000339673,0.000339673
79,1619.62,0.60804,0.43622,0.98543,0.95467,0.91946,0.95263,0.76939,0.84863,0.48897,1.1003,0.000325526,0.000325526,0.000325526
80,1641.53,0.59621,0.41944,0.97778,0.93736,0.93859,0.9526,0.76546,0.85496,0.4952,1.11381,0.000311379,0.000311379,0.000311379
81,1664.79,0.60206,0.42556,0.99086,0.94876,0.9263,0.95084,0.76876,0.86711,0.48927,1.12547,0.000297232,0.000297232,0.000297232
82,1686.93,0.59114,0.41508,0.974,0.95866,0.91173,0.95312,0.774,0.84603,0.48753,1.10401,0.000283085,0.000283085,0.000283085
83,1708.81,0.60051,0.41945,0.98786,0.95089,0.93027,0.95308,0.76749,0.86497,0.47528,1.12095,0.000268938,0.000268938,0.000268938
84,1730.11,0.5819,0.40928,0.97242,0.94569,0.93485,0.95044,0.76372,0.86582,0.47649,1.10931,0.000254791,0.000254791,0.000254791
85,1751.97,0.57838,0.4149,0.98351,0.95965,0.92633,0.94884,0.77177,0.8407,0.48078,1.11022,0.000240644,0.000240644,0.000240644
86,1773.79,0.56766,0.39315,0.96804,0.95665,0.9154,0.94916,0.76706,0.85143,0.47792,1.1083,0.000226497,0.000226497,0.000226497
87,1795.87,0.56749,0.39571,0.96822,0.94735,0.94217,0.95437,0.7751,0.8341,0.46137,1.104,0.000212349,0.000212349,0.000212349
88,1819.24,0.57062,0.38926,0.96859,0.96111,0.92826,0.95027,0.77262,0.84768,0.47075,1.11302,0.000198202,0.000198202,0.000198202
89,1843.59,0.55047,0.39105,0.95506,0.9594,0.92969,0.95157,0.77566,0.83887,0.46561,1.10372,0.000184055,0.000184055,0.000184055
90,1866.3,0.55619,0.39431,0.97313,0.95209,0.93309,0.95347,0.77498,0.8478,0.46049,1.10694,0.000169908,0.000169908,0.000169908
91,1898.44,0.47757,0.27069,0.89795,0.95257,0.92641,0.95174,0.77351,0.84823,0.47973,1.11141,0.000155761,0.000155761,0.000155761
92,1916.63,0.45526,0.25926,0.88471,0.94156,0.93814,0.95065,0.77299,0.86341,0.48502,1.11625,0.000141614,0.000141614,0.000141614
93,1934.81,0.44896,0.25447,0.88402,0.95669,0.92923,0.95544,0.77597,0.85585,0.48208,1.1154,0.000127467,0.000127467,0.000127467
94,1952.76,0.44618,0.25027,0.87799,0.95714,0.93116,0.95178,0.77821,0.84974,0.48038,1.11464,0.00011332,0.00011332,0.00011332
95,1973.03,0.43129,0.24127,0.8743,0.9524,0.93212,0.95495,0.7807,0.8482,0.47387,1.11844,9.91726e-05,9.91726e-05,9.91726e-05
96,1995.1,0.43416,0.24356,0.87961,0.95244,0.93769,0.9533,0.77832,0.84563,0.46464,1.12212,8.50255e-05,8.50255e-05,8.50255e-05
97,2014.36,0.42028,0.24284,0.87781,0.94722,0.94117,0.95701,0.78177,0.84413,0.4652,1.12326,7.08784e-05,7.08784e-05,7.08784e-05
98,2031.65,0.41711,0.24072,0.87212,0.94927,0.93688,0.95496,0.78044,0.85459,0.47157,1.12782,5.67313e-05,5.67313e-05,5.67313e-05
99,2048.93,0.42175,0.23991,0.86476,0.9495,0.93753,0.95391,0.78257,0.84897,0.47123,1.123,4.25842e-05,4.25842e-05,4.25842e-05
100,2066.24,0.40732,0.23129,0.85813,0.95464,0.94072,0.95457,0.77808,0.84705,0.4675,1.1262,2.84371e-05,2.84371e-05,2.84371e-05
