epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,655.733,0.9504,0.78874,1.17436,0.87595,0.87198,0.9127,0.69306,0.93744,0.70881,1.1372,0.00103288,0.00103288,0.00103288
30,681.011,0.9299,0.79166,1.15651,0.85435,0.87546,0.9038,0.689,0.92997,0.71792,1.1253,0.00101873,0.00101873,0.00101873
31,705.698,0.90431,0.79494,1.14459,0.90204,0.88644,0.91595,0.69733,0.93185,0.68652,1.13821,0.00100459,0.00100459,0.00100459
32,730.665,0.91977,0.78239,1.14867,0.91046,0.88122,0.92401,0.71216,0.90443,0.68452,1.09471,0.00099044,0.00099044,0.00099044
33,755.369,0.90775,0.77646,1.14708,0.92985,0.88817,0.93064,0.71666,0.90592,0.64854,1.11459,0.000976293,0.000976293,0.000976293
34,777.019,0.91132,0.76503,1.15849,0.89897,0.87475,0.91706,0.70195,0.91327,0.68844,1.12548,0.000962146,0.000962146,0.000962146
35,795.935,0.91198,0.74746,1.14731,0.91451,0.87515,0.92314,0.70951,0.9004,0.66284,1.10283,0.000947999,0.000947999,0.000947999
36,814.446,0.90481,0.73305,1.15126,0.89643,0.89157,0.91656,0.71074,0.91806,0.6774,1.12711,0.000933851,0.000933851,0.000933851
37,836.111,0.86885,0.71449,1.13133,0.91767,0.88453,0.9274,0.70753,0.92164,0.64643,1.11154,0.000919704,0.000919704,0.000919704
38,860.801,0.89097,0.73089,1.13264,0.90431,0.89992,0.92074,0.71281,0.91025,0.65229,1.12135,0.000905557,0.000905557,0.000905557
39,885.128,0.88653,0.69129,1.13059,0.9169,0.88621,0.92559,0.72426,0.87872,0.62494,1.0894,0.00089141,0.00089141,0.00089141
40,909.983,0.84455,0.68608,1.11253,0.93254,0.86664,0.93525,0.71069,0.90676,0.65072,1.11586,0.000877263,0.000877263,0.000877263
41,934.733,0.85767,0.67454,1.11938,0.90253,0.87832,0.93321,0.72597,0.88992,0.62852,1.09476,0.000863116,0.000863116,0.000863116
42,959.077,0.84168,0.68235,1.10772,0.92006,0.90642,0.93568,0.73195,0.89072,0.5962,1.10293,0.000848969,0.000848969,0.000848969
43,980.899,0.85119,0.68671,1.10967,0.90072,0.89769,0.92955,0.72475,0.91206,0.61011,1.10773,0.000834822,0.000834822,0.000834822
44,1004.88,0.85489,0.66306,1.11336,0.92022,0.89131,0.92723,0.71506,0.91935,0.61639,1.11213,0.000820675,0.000820675,0.000820675
45,1028.68,0.84169,0.66812,1.10608,0.92946,0.89805,0.93696,0.73546,0.89023,0.59265,1.10553,0.000806528,0.000806528,0.000806528
46,1054.75,0.82517,0.65975,1.09876,0.90612,0.89627,0.91833,0.72303,0.89274,0.62449,1.10862,0.00079238,0.00079238,0.00079238
47,1079.73,0.82962,0.64166,1.10835,0.91181,0.899,0.92633,0.72312,0.90715,0.59563,1.1275,0.000778233,0.000778233,0.000778233
48,1104.93,0.83282,0.65364,1.10442,0.92211,0.88803,0.9241,0.72012,0.89881,0.61558,1.09049,0.000764086,0.000764086,0.000764086
49,1130.25,0.79248,0.61167,1.08298,0.92423,0.91232,0.93447,0.73548,0.89133,0.5856,1.10089,0.000749939,0.000749939,0.000749939
50,1155.1,0.81308,0.61813,1.09268,0.92577,0.90422,0.92898,0.72776,0.868,0.58162,1.07478,0.000735792,0.000735792,0.000735792
51,1180.06,0.80924,0.6116,1.07882,0.94528,0.87787,0.93496,0.72331,0.85896,0.60585,1.07518,0.000721645,0.000721645,0.000721645
52,1205.54,0.78508,0.60939,1.0688,0.95377,0.88532,0.93789,0.74074,0.86502,0.56912,1.07304,0.000707498,0.000707498,0.000707498
53,1230.54,0.78793,0.6219,1.07425,0.93554,0.90985,0.9414,0.74851,0.86443,0.56466,1.06941,0.000693351,0.000693351,0.000693351
54,1254.79,0.76929,0.60094,1.0634,0.94323,0.89477,0.93176,0.74288,0.85538,0.57962,1.07777,0.000679204,0.000679204,0.000679204
55,1279.74,0.7879,0.58961,1.06891,0.95236,0.89072,0.93626,0.73091,0.87594,0.58176,1.09072,0.000665057,0.000665057,0.000665057
56,1305.02,0.7937,0.61462,1.0759,0.91403,0.8845,0.9239,0.7319,0.8806,0.60251,1.09338,0.000650909,0.000650909,0.000650909
57,1329.92,0.77575,0.6021,1.07597,0.89416,0.91377,0.92956,0.728,0.89593,0.58032,1.10731,0.000636762,0.000636762,0.000636762
58,1349.07,0.76411,0.57945,1.05953,0.94197,0.88812,0.93904,0.74884,0.84696,0.55346,1.08817,0.000622615,0.000622615,0.000622615
59,1368.46,0.7419,0.56501,1.0508,0.94832,0.88106,0.93693,0.74062,0.85875,0.55362,1.09533,0.000608468,0.000608468,0.000608468
60,1388.83,0.77612,0.58787,1.07203,0.96489,0.89156,0.94686,0.74957,0.85089,0.54325,1.08497,0.000594321,0.000594321,0.000594321
61,1414.17,0.74567,0.57367,1.06371,0.9281,0.91447,0.92222,0.736,0.85252,0.57459,1.09687,0.000580174,0.000580174,0.000580174
62,1435.91,0.73809,0.54014,1.04681,0.95525,0.88171,0.93557,0.75211,0.84672,0.54364,1.06907,0.000566027,0.000566027,0.000566027
63,1455.05,0.75646,0.5692,1.05886,0.94412,0.91613,0.94325,0.75053,0.86765,0.54572,1.08852,0.00055188,0.00055188,0.00055188
64,1476.38,0.72374,0.54675,1.04453,0.96561,0.90035,0.94621,0.7579,0.86288,0.52979,1.09867,0.000537733,0.000537733,0.000537733
65,1495.73,0.73221,0.55673,1.04891,0.93878,0.92007,0.93708,0.74998,0.84649,0.54449,1.09204,0.000523586,0.000523586,0.000523586
66,1518.27,0.70789,0.55082,1.04008,0.94488,0.90665,0.94138,0.75689,0.85099,0.53668,1.08446,0.000509438,0.000509438,0.000509438
67,1543.71,0.70111,0.53644,1.02485,0.96185,0.90814,0.95052,0.75611,0.84483,0.5264,1.10397,0.000495291,0.000495291,0.000495291
68,1568.75,0.72205,0.53894,1.05042,0.95382,0.93368,0.94955,0.75561,0.84276,0.49757,1.07916,0.000481144,0.000481144,0.000481144
69,1594.43,0.69835,0.52418,1.02676,0.95568,0.90347,0.94793,0.75886,0.8482,0.52112,1.08203,0.000466997,0.000466997,0.000466997
70,1619.68,0.71838,0.52846,1.04473,0.95989,0.89011,0.94698,0.75716,0.86048,0.51765,1.09592,0.00045285,0.00045285,0.00045285
71,1643.62,0.68538,0.51678,1.01867,0.95884,0.91153,0.95473,0.77352,0.83357,0.48025,1.08375,0.000438703,0.000438703,0.000438703
72,1668.13,0.69537,0.50819,1.02478,0.95041,0.91309,0.94731,0.7665,0.84907,0.50198,1.07302,0.000424556,0.000424556,0.000424556
73,1693.03,0.6848,0.49956,1.01953,0.94837,0.9192,0.94485,0.75881,0.85395,0.51098,1.08227,0.000410409,0.000410409,0.000410409
74,1717.64,0.67434,0.49331,1.01342,0.95222,0.91371,0.94785,0.75967,0.86502,0.50545,1.11383,0.000396262,0.000396262,0.000396262
75,1742.59,0.69402,0.50344,1.02791,0.9611,0.91756,0.94631,0.76117,0.83673,0.49924,1.0821,0.000382115,0.000382115,0.000382115
76,1767.54,0.68722,0.49279,1.01676,0.96311,0.9195,0.95014,0.75976,0.86292,0.50561,1.09556,0.000367967,0.000367967,0.000367967
77,1793.07,0.67841,0.49174,1.01346,0.97005,0.91638,0.94643,0.76588,0.83095,0.48698,1.07054,0.00035382,0.00035382,0.00035382
78,1818.52,0.65657,0.46253,1.00792,0.95349,0.9199,0.94497,0.76029,0.83093,0.49409,1.07198,0.000339673,0.000339673,0.000339673
79,1843.87,0.65437,0.48326,1.00397,0.95553,0.92047,0.95192,0.76533,0.83847,0.49176,1.09204,0.000325526,0.000325526,0.000325526
80,1869.3,0.65568,0.48194,1.00136,0.95276,0.91,0.94558,0.76771,0.83761,0.49743,1.07636,0.000311379,0.000311379,0.000311379
81,1893.83,0.6639,0.47963,1.0114,0.94375,0.92655,0.95243,0.77287,0.84977,0.48058,1.08841,0.000297232,0.000297232,0.000297232
82,1918.16,0.6445,0.45142,0.99193,0.9426,0.91516,0.94968,0.77368,0.84222,0.47602,1.07601,0.000283085,0.000283085,0.000283085
83,1942.99,0.65599,0.46558,1.01167,0.95725,0.91217,0.94868,0.775,0.82638,0.47943,1.0734,0.000268938,0.000268938,0.000268938
84,1967.75,0.61565,0.4527,0.98182,0.93566,0.92908,0.95083,0.77486,0.83534,0.47572,1.07956,0.000254791,0.000254791,0.000254791
85,1991.7,0.63399,0.46465,1.00289,0.95889,0.91761,0.94942,0.7678,0.83398,0.47696,1.07297,0.000240644,0.000240644,0.000240644
86,2015.96,0.60905,0.43617,0.97982,0.96295,0.92403,0.95557,0.77577,0.83576,0.46385,1.07626,0.000226497,0.000226497,0.000226497
87,2040.16,0.6063,0.42199,0.97753,0.95857,0.92291,0.95398,0.77551,0.82646,0.46339,1.07267,0.000212349,0.000212349,0.000212349
88,2064.41,0.6148,0.43196,0.97747,0.97048,0.91103,0.95299,0.77338,0.83886,0.45345,1.08016,0.000198202,0.000198202,0.000198202
89,2088.81,0.59599,0.42786,0.97246,0.97337,0.91492,0.95332,0.78139,0.82061,0.45056,1.07154,0.000184055,0.000184055,0.000184055
90,2113.09,0.60245,0.42915,0.98665,0.96603,0.92196,0.95364,0.77618,0.82985,0.45575,1.07194,0.000169908,0.000169908,0.000169908
91,2157.11,0.52561,0.29565,0.91345,0.95939,0.92463,0.94699,0.76382,0.82591,0.47658,1.07797,0.000155761,0.000155761,0.000155761
92,2181.02,0.51003,0.28531,0.90774,0.96477,0.91809,0.95036,0.76817,0.82669,0.46932,1.07827,0.000141614,0.000141614,0.000141614
93,2204.65,0.49845,0.2766,0.90893,0.97219,0.91985,0.95284,0.77536,0.81037,0.47199,1.06335,0.000127467,0.000127467,0.000127467
94,2228.32,0.48555,0.27202,0.89305,0.95756,0.92776,0.95187,0.7722,0.82503,0.47326,1.08648,0.00011332,0.00011332,0.00011332
95,2252.34,0.48179,0.26856,0.89282,0.96654,0.91743,0.9525,0.77362,0.82081,0.48204,1.07737,9.91726e-05,9.91726e-05,9.91726e-05
96,2275.86,0.48293,0.27394,0.89884,0.96616,0.9181,0.94943,0.76939,0.82461,0.47434,1.08275,8.50255e-05,8.50255e-05,8.50255e-05
97,2297.38,0.47391,0.26363,0.89767,0.96237,0.91505,0.94824,0.77077,0.82746,0.47278,1.08746,7.08784e-05,7.08784e-05,7.08784e-05
98,2316.22,0.46044,0.26555,0.88968,0.95973,0.91624,0.95203,0.77536,0.82311,0.47215,1.07972,5.67313e-05,5.67313e-05,5.67313e-05
99,2336.16,0.46938,0.25988,0.8865,0.96508,0.91135,0.95085,0.7789,0.8252,0.48231,1.08065,4.25842e-05,4.25842e-05,4.25842e-05
100,2355.41,0.4582,0.25543,0.87813,0.96515,0.91644,0.94897,0.77507,0.81936,0.46933,1.07984,2.84371e-05,2.84371e-05,2.84371e-05
